# PB-SEC-8 -- the dependency inventory. "No analytics/telemetry SDKs; dependencies minimal
# and justified."
#
# EVERY MODULE THE BUILD RESOLVES, not the three the build file declares. The set is derived
# from android/gradle/verification-metadata.xml (PB-SEC-14's artifact), which enumerates what
# ACTUALLY resolves with a checksum for each -- so a transitive pull is as visible here as a
# declared one. An inventory read off `implementation` lines would report a clean bill of
# health for an app that ships the Google Play Services client stack.
#
# Regenerate after any dependency change, from android/:
#     ./gradlew :app:dependencies --write-locks
#     ./gradlew --write-verification-metadata sha256 :app:dependencies
# then rebuild this table and REVIEW THE DIFF. A new row is a new thing in the app.
#
# THREE CLASSES OF ROW, and the difference matters to a reviewer:
#   ships in the APK        -- on releaseRuntimeClasspath; runs on the user's handset.
#   test classpath only     -- on no variant runtime classpath; never packaged.
#   build classpath only    -- resolved to configure the build; runs on the build host, with
#                              full privileges on the machine that signs the release, which is
#                              why it is checksum-verified all the same.
#
# NO ANALYTICS, TELEMETRY, ATTRIBUTION OR CRASH-REPORTING MODULE IS PRESENT in any of the
# three. That is asserted, not claimed: android/gate/s18_sec8_depinventory_test.go matches a
# denylist against this same resolved closure. The absence of a crash reporter is deliberate
# and is recorded again in android/app/build.gradle.kts, because a reader who does not find it
# stated will eventually add one to "fix" the gap.
#
# Columns: module <TAB> why <TAB> requirement
androidx.cursoradapter:cursoradapter	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.customview:customview	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.databinding:databinding-common	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
androidx.databinding:databinding-compiler-common	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
androidx.documentfile:documentfile	Ships in the APK. Pulled in transitively by com.google.firebase:firebase-messaging; no source in this module names it directly.	PB-SEC-8
androidx.drawerlayout:drawerlayout	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.emoji2:emoji2	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.emoji2:emoji2-views-helper	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.exifinterface:exifinterface	Ships in the APK. Pulled in transitively by androidx.camera:camera-core; no source in this module names it directly.	PB-SEC-8
androidx.fragment:fragment	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat, com.google.firebase:firebase-messaging; no source in this module names it directly.	PB-SEC-8
androidx.interpolator:interpolator	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.legacy:legacy-support-core-utils	Ships in the APK. Pulled in transitively by com.google.firebase:firebase-messaging; no source in this module names it directly.	PB-SEC-8
androidx.lifecycle:lifecycle-common	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.lifecycle:lifecycle-livedata	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.lifecycle:lifecycle-livedata-core	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.lifecycle:lifecycle-process	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.lifecycle:lifecycle-runtime	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.lifecycle:lifecycle-viewmodel	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.lifecycle:lifecycle-viewmodel-savedstate	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.loader:loader	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat, com.google.firebase:firebase-messaging; no source in this module names it directly.	PB-SEC-8
androidx.localbroadcastmanager:localbroadcastmanager	Ships in the APK. Pulled in transitively by com.google.firebase:firebase-messaging; no source in this module names it directly.	PB-SEC-8
androidx.print:print	Ships in the APK. Pulled in transitively by com.google.firebase:firebase-messaging; no source in this module names it directly.	PB-SEC-8
androidx.profileinstaller:profileinstaller	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.resourceinspection:resourceinspection-annotation	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.savedstate:savedstate	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.startup:startup-runtime	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.test.espresso:espresso-idling-resource	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
androidx.test.ext:junit	Test classpath only (the instrumented source set): the AndroidJUnit4 runner the two PB-E2E-2 smoke classes are annotated with. It is on no variant runtime classpath, so it is never packaged.	PB-E2E-2
androidx.test.services:storage	Test classpath only (the androidx.test closure, via androidx.test:runner). It is on no variant runtime classpath of the app, so it is never packaged into the APK.	PB-E2E-2
androidx.test:core	ActivityScenario and ApplicationProvider, which is how the window-security assertions drive a real Activity lifecycle under Robolectric. Test classpath only.	PB-SEC-4,PB-TOOL-6
androidx.test:monitor	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
androidx.test:runner	Test classpath only (the instrumented source set): AndroidJUnitRunner, which is the module's testInstrumentationRunner. Without it connectedAndroidTest is a no-op and PB-E2E-2's on-emulator smoke has nothing to drive the installed APK from. It is on no variant runtime classpath, so it is never packaged.	PB-E2E-2
androidx.tracing:tracing	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.tracing:tracing-ktx	Ships in the APK. Pulled in transitively by androidx.camera:camera-core; no source in this module names it directly.	PB-SEC-8
androidx.vectordrawable:vectordrawable	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.vectordrawable:vectordrawable-animated	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.versionedparcelable:versionedparcelable	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
androidx.viewpager:viewpager	Ships in the APK. Pulled in transitively by androidx.appcompat:appcompat; no source in this module names it directly.	PB-SEC-8
com.almworks.sqlite4java:sqlite4java	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.application:com.android.application.gradle.plugin	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.databinding:baseLibrary	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.analytics-library:crash	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.analytics-library:protos	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.analytics-library:shared	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.analytics-library:tracker	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build.jetifier:jetifier-core	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build.jetifier:jetifier-processor	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:aapt2	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:aapt2-proto	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:aaptcompiler	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:apksig	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:apkzlib	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:builder	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:builder-model	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:builder-test-api	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:bundletool	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:gradle	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:gradle-api	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:gradle-common-api	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:gradle-settings-api	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:manifest-merger	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.build:transform-api	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.ddms:ddmlib	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.emulator:proto	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.external.com-intellij:intellij-core	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.external.com-intellij:kotlin-compiler	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.external.org-jetbrains:uast	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.layoutlib:layoutlib-api	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.lint:lint	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.lint:lint-api	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.lint:lint-checks	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.lint:lint-gradle	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.lint:lint-model	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.lint:lint-typedef-remover	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools.utp:android-device-provider-ddmlib	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-device-provider-ddmlib-proto	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-device-provider-profile	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-device-provider-profile-proto	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-additional-test-output	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-additional-test-output-proto	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-apk-installer	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-apk-installer-proto	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-coverage	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-coverage-proto	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-device-info	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-device-info-proto	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-emulator-control	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-emulator-control-proto	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-logcat	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-host-logcat-proto	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-result-listener-gradle	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:android-test-plugin-result-listener-gradle-proto	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools.utp:utp-common	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools:annotations	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools:common	Test classpath only (the junit, Robolectric and androidx.test closure). It is on no runtime classpath of any variant, so it is never packaged into the APK.	PB-TOOL-6
com.android.tools:dvlib	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools:play-sdk-proto	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools:repository	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools:sdk-common	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android.tools:sdklib	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android:signflinger	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.android:zipflinger	Gradle build classpath only: resolved to CONFIGURE the build (the Android Gradle Plugin, the Kotlin plugin, lint and their closure). It runs on the build host and is never packaged into the APK, but it is checksum-verified because it executes with full privileges on the machine that signs the release.	PB-SEC-14,PB-TOOL-1
com.google.android.datatransport:transport-api	Ships in the APK. Pulled in transitively by com.google.firebase:firebase-messaging: it is part of the Play Services / Firebase client stack that com.google.firebase:firebase-messaging drags in, which is the cost PB-PUSH-9 accepts and PB-PAIR-3 refused to pay twice. It is not an analytics or crash-reporting module.	PB-PUSH-9,PB-SEC-8
com.google.android.datatransport:transport-backend-cct	Ships in the APK. Pulled in transitively by com.google.firebase:firebase-messaging: it is part of the Play Services / Firebase client stack that com.google.firebase:firebase-messaging drags in, which is the cost PB-PUSH-9 accepts and PB-PAIR-3 refused to pay twice. It is not an analytics or crash-reporting module.	PB-PUSH-9,PB-SEC-8
com.google.android.datatransport:transport-runtime	Ships in the APK. Pulled in transitively by com.google.firebase:firebase-messaging: it is part of the Play Services / Firebase client stack that com.google.firebase:firebase-messaging drags in, which is the cost PB-PUSH-9 accepts and PB-PAIR-3 refused to pay twice. It is not an analytics or crash-reporting module.	PB-PUSH-9,PB-SEC-8
com.google.android.play:core-common	Ships in the APK. Minimal common runtime pulled by the Play Integrity SDK; it supports the asynchronous Standard API token boundary and is not analytics, advertising, crash reporting, or dynamic feature delivery.	PG-AUTH-11,PB-SEC-8
